critic,fresh,imdb,publication,quote,review_date,rtid,title
Connie Ogle,fresh,0337909,Miami Herald,A breezy British comedy reminiscent of The Full Monty.,2004-01-02,10412,Calendar Girls
Eric Harrison,rotten,0337909,Houston Chronicle,Tries to be both funny and touching and and isn't enough of either.,2004-01-02,10412,Calendar Girls
Lisa Schwarzbaum,fresh,0337909,Entertainment Weekly,Breezes along for a good stretch in easy delight at age-defying liberation.,2004-01-02,10412,Calendar Girls
Terry Lawson,fresh,0337909,Detroit Free Press,"A refreshing lark, made all the more enjoyable by a cast of fine actors.",2004-01-02,10412,Calendar Girls
Lisa Kennedy,fresh,0337909,Denver Post,A lovely romp.,2004-01-02,10412,Calendar Girls
Philip Wuntch,rotten,0337909,Dallas Morning News,"Conventional, preachy and, worst of all, predictable.",2004-01-02,10412,Calendar Girls
Randy Cordova,fresh,0337909,Arizona Republic,Cozy and enjoyable.,2004-01-02,10412,Calendar Girls
Richard Roeper,fresh,0337909,Ebert & Roeper,"... good-natured confection, filled with breezy humor and heartfelt relationships ...",2003-12-22,10412,Calendar Girls
Stephanie Zacharek,rotten,0337909,Salon.com,"Unlike the flowers and the women of Yorkshire, Calendar Girls hits its stride early on, and goes to seed well before we can enjoy its full bloom.",2003-12-20,10412,Calendar Girls
Mike Clark,fresh,0337909,USA Today,The never-naughty Calendar Girls is as easy to take as it is because director Nigel Cole avoids the hard sell.,2003-12-19,10412,Calendar Girls
Geoff Pevere,rotten,0337909,Toronto Star,"There's a terrific comedy buried somewhere here about moral hypocrisy and community panic, but it never fully emerges.",2003-12-19,10412,Calendar Girls
Moira MacDonald,fresh,0337909,Seattle Times,A heartwarmer of a story.,2003-12-19,10412,Calendar Girls
Ruthe Stein,fresh,0337909,San Francisco Chronicle,A charming movie.,2003-12-19,10412,Calendar Girls
Leonard Klady,none,0106519,Variety,,2009-03-26,16865,Carlito's Way
,fresh,0106519,Time Out,"Pacino looks every inch a movie star, and De Palma provides a timely reminder of just how impoverished the Hollywood lexicon has become since the glory days of the '70s.",2006-06-24,16865,Carlito's Way
Janet Maslin,fresh,0106519,New York Times,"""Carlito's Way"" is best watched as lively, colorful posturing and as a fine demonstration of this director's bravura visual style.",2003-05-20,16865,Carlito's Way
Peter Travers,rotten,0106519,Rolling Stone,,2001-05-12,16865,Carlito's Way
Roger Ebert,fresh,0106519,Chicago Sun-Times,"""Carlito's Way,"" like ""Scarface,"" is first and last a character study, a portrait of a man who wants to be better than he is.",2000-01-01,16865,Carlito's Way
Hal Hinson,rotten,0106519,Washington Post,"About halfway through, the overwhelming fact that the movie is a complete nothing becomes too much to ignore.",2000-01-01,16865,Carlito's Way
Desson Thomson,rotten,0106519,Washington Post,Pacino has his moments but for the most part he's surprisingly underwhelming. He's a great actor but even I can do a better Puerto Rican accent.,2000-01-01,16865,Carlito's Way
James Berardinelli,rotten,0106519,ReelViews,,2000-01-01,16865,Carlito's Way
,fresh,0106519,Entertainment Weekly,A competent and solidly unsurprising urban-underworld thriller: De Palma's imitation of a middle-drawer Sidney Lumet movie.,1993-01-01,16865,Carlito's Way
Leonard Klady,none,0109439,Variety,,2009-05-29,11473,City Slickers 2 - The Legend of Curly's Gold
,none,0109439,Time Out,,2006-02-09,11473,City Slickers 2 - The Legend of Curly's Gold
Janet Maslin,none,0109439,New York Times,,2003-05-20,11473,City Slickers 2 - The Legend of Curly's Gold
,none,0109439,Globe and Mail,,2002-04-12,11473,City Slickers 2 - The Legend of Curly's Gold
Peter Travers,none,0109439,Rolling Stone,,2001-05-12,11473,City Slickers 2 - The Legend of Curly's Gold
James Berardinelli,rotten,0109439,ReelViews,,2000-01-01,11473,City Slickers 2 - The Legend of Curly's Gold
Roger Ebert,rotten,0109439,Chicago Sun-Times,,2000-01-01,11473,City Slickers 2 - The Legend of Curly's Gold
Desson Thomson,none,0109439,Washington Post,,2000-01-01,11473,City Slickers 2 - The Legend of Curly's Gold
Rita Kempley,none,0109439,Washington Post,,2000-01-01,11473,City Slickers 2 - The Legend of Curly's Gold
,rotten,0109439,Entertainment Weekly,,1994-06-10,11473,City Slickers 2 - The Legend of Curly's Gold
Brian Lowry,none,0109443,Variety,,2009-03-26,12165,Clean Slate
Caryn James,none,0109443,New York Times,,2003-05-20,12165,Clean Slate
James Berardinelli,rotten,0109443,ReelViews,,2000-01-01,12165,Clean Slate
,rotten,0109443,Entertainment Weekly,,1994-05-06,12165,Clean Slate
Christopher Harris,fresh,0106582,Globe and Mail,it has truly awe-inspiring stunts and special effects and many of its suspense sequences will leave you with your heart in your mouth.,2013-08-03,16194,Cliffhanger
Jeff Shannon,rotten,0106582,Seattle Times,"The fact that so much money was lavished on such a thick-headed project represents the height of fiscal ineptitude, but this is the kind of roller-coaster ride for which eager audiences will gladly check their brains at the turnstiles, so go figure.",2013-08-03,16194,Cliffhanger
Steven Rea,fresh,0106582,Philadelphia Inquirer,"The cinematography and gravity-defying stunt performances are exhilarating. The story, alas, is pure routine.",2013-08-03,16194,Cliffhanger
Jay Boyar,rotten,0106582,Orlando Sentinel,Some movies get you so excited - so revved up on action and thrills -- that you almost feel like you're flying. Cliffhanger makes you feel like you're dropping.,2013-08-03,16194,Cliffhanger
Anthony Lane,rotten,0106582,New Yorker,"That rasping tension is soon smoothed away, as the plot sets off on its daft and hackneyed course.",2013-08-03,16194,Cliffhanger
Kenneth Turan,rotten,0106582,Los Angeles Times,"Cliffhanger no doubt makes for a great coming attraction, but as a two-hour movie its claims are much more problematic.",2013-08-03,16194,Cliffhanger
Gene Siskel,rotten,0106582,Chicago Tribune,Take away the mountains and what you have is a howlingly bad action film with a cornball villain out to steal a massive amount of United States currency from federal agents.,2013-08-03,16194,Cliffhanger
Dave Kehr,fresh,0106582,Chicago Tribune,"Like the roller-coaster ride Cliffhanger clearly wants to be, the film sends you out pleasantly rattled and wobbly of gait.",2013-08-03,16194,Cliffhanger
Jonathan Rosenbaum,rotten,0106582,Chicago Reader,It's hard to think of a movie my feelings have been more divided on.,2013-08-02,16194,Cliffhanger
Richard Schickel,fresh,0106582,TIME Magazine,"We are not at Cliffhanger for realism; we're there for the cliffhanging, and there's plenty of it.",2010-07-25,16194,Cliffhanger
Owen Gleiberman,fresh,0106582,Entertainment Weekly,"Despite the don't-look-down Olympian settings, Cliffhanger's spirit is brutal and earthbound. The movie is like one of those computer-designed simulator rides that whip you around until you're dizzy and aching but don't actually take you anywhere.",2010-07-07,16194,Cliffhanger
Todd McCarthy,fresh,0106582,Variety,Cliffhanger lives up to its title as a two-hour rollercoaster ride that never stops.,2009-03-26,16194,Cliffhanger
Geoff Andrew,rotten,0106582,Time Out,"Fun for the undemanding, but Stallone's 'comeback' should have been much tighter.",2006-06-24,16194,Cliffhanger
Janet Maslin,fresh,0106582,New York Times,"Cliffhanger, the new high-altitude thriller starring Sylvester Stallone, wastes no time in establishing its first priority, that of sending its audience into a cold sweat.",2003-05-20,16194,Cliffhanger
Roger Ebert,fresh,0106582,Chicago Sun-Times,"Cliffhanger is a device to entertain us, and it works, especially during those moments when Stallone is hanging by his fingernails over a three-mile fall, and the bad guys are stomping on him.",2000-01-01,16194,Cliffhanger
Rita Kempley,rotten,0106582,Washington Post,"A predictably thick-headed, occasionally plodding bacchanalia of blood, grunts and testosterone.",2000-01-01,16194,Cliffhanger
James Berardinelli,rotten,0106582,ReelViews,"Whether Cliffhanger will bring Stallone's name back into the top echelon of action movie stars has yet to be determined, but if this film can't, the task may be impossible.",2000-01-01,16194,Cliffhanger
Desson Thomson,fresh,0106582,Washington Post,"Just pull the plug on your judgment, good sense and values. Remember to leave enough motor skills to face forward -- that's where the screen is.",2000-01-01,16194,Cliffhanger
Owen Gleiberman,fresh,0106598,Entertainment Weekly,,2011-09-07,10612,Coneheads
Duane Byrge,rotten,0106598,Hollywood Reporter,Can you inflate a gimmick-driven comedy skit into a full-fledged feature film? Up to a point.,2008-05-16,10612,Coneheads
Leonard Klady,fresh,0106598,Variety,"A sweet, funny anarchic pastiche that should find broad based popularity.",2008-05-16,10612,Coneheads
Janet Maslin,rotten,0106598,New York Times,"Coneheads falls flat about as often as it turns funny, and displays more amiability than style.",2003-05-20,10612,Coneheads
Desson Thomson,fresh,0106598,Washington Post,"A respectably funny -- but small -- effort, a reunion party best watched in your living room, while you consume mass quantities of pizza with extra molten lactate extract of hooved mammals.",2000-01-01,10612,Coneheads
Roger Ebert,rotten,0106598,Chicago Sun-Times,"This is a dismal, dreary and fairly desperate movie, in which the actors try very hard but are unable to overcome an uninspired screenplay.",2000-01-01,10612,Coneheads
James Berardinelli,rotten,0106598,ReelViews,"I expected stupid humor, silly humor, or bizarre humor, but not no humor.",2000-01-01,10612,Coneheads
Rita Kempley,rotten,0106598,Washington Post,"Curtin and Aykroyd rely on old standbys... When that doesn't work, which mostly it doesn't, they try grossing us out with a series of revolting Remulakian childbirth jokes.",2000-01-01,10612,Coneheads
,fresh,0106598,Entertainment Weekly,,1993-07-23,10612,Coneheads
Desmond Ryan,rotten,0109456,Philadelphia Inquirer,"The killer may find his target, but Color of Night fails to hit the nail on the head by a frustrating margin.",2013-05-17,13567,Color of Night
Jay Boyar,rotten,0109456,Orlando Sentinel,I'm tempted to go ahead and explain just exactly how transparent -- and implausible -- this mystery is. But then I don't want to spoil it for people who are even worse than I am at this sort of thing. People like Forrest Gump.,2013-05-17,13567,Color of Night
John Hartl,rotten,0109456,Seattle Times,"Mundane sex scenes, a standard L.A. car chase and Bakula's outrageously gory death scene (which plays like an unintentional parody) are all part of the predictable script.",2013-05-17,13567,Color of Night
Jonathan Rosenbaum,fresh,0109456,Chicago Reader,"The plot gets so convoluted and farfetched that you still may be scratching your head after the denouement, but you probably won't be bored.",2013-05-17,13567,Color of Night
Michael Wilmington,fresh,0109456,Chicago Tribune,"It's a psycho-erotic thriller with more twists and shocks than the rattlesnake which, at one point, leaps out at star Bruce Willis-from a location we won't describe. (It would spoil one of the several dozen surprises.)",2013-05-17,13567,Color of Night
Gene Siskel,rotten,0109456,Chicago Tribune,Color of Night and North represent the nadir of Willis' plummeting film career. He can be a most engaging talent; his script selection of late has been awful.,2013-05-17,13567,Color of Night
Owen Gleiberman,rotten,0109456,Entertainment Weekly,A deliriously brain-dead erotic thriller.,2011-09-07,13567,Color of Night
Todd McCarthy,rotten,0109456,Variety,Color of Night is a knuckleheaded thriller that means to get a rise out of audiences but will merely make them see red.,2009-03-26,13567,Color of Night
Trevor Johnston,rotten,0109456,Time Out,This -- another of Willis's crimes against celluloid -- is a special kind of bad.,2006-02-09,13567,Color of Night
Janet Maslin,rotten,0109456,New York Times,"The enthusiastically nutty Color of Night has the single-mindedness of a bad dream, and about as much reliance on everyday logic.",2003-05-20,13567,Color of Night
James Berardinelli,rotten,0109456,ReelViews,"Where's John McClane when you need him? If nothing else, the main character from the two Die Hard films would have livened up proceedings in this pathetically inept psychological thriller.",2000-01-01,13567,Color of Night
Desson Thomson,rotten,0109456,Washington Post,A clunker ripe for hecklers and oglers.,2000-01-01,13567,Color of Night
Rita Kempley,rotten,0109456,Washington Post,A convoluted psychosexual thriller that promises the moon and gives us Bruce's butt.,2000-01-01,13567,Color of Night
Roger Ebert,rotten,0109456,Chicago Sun-Times,Color of Night approaches badness from so many directions that one really must admire its imagination.,2000-01-01,13567,Color of Night
Owen Gleiberman,rotten,0109480,Entertainment Weekly,,2011-09-07,12171,Cops And Robbersons
Leonard Klady,rotten,0109480,Variety,"Trapped in a sitcom sensibility, the film never makes the vital connection with the audience that's necessary to spawn a hit.",2008-06-30,12171,Cops And Robbersons
Jonathan Rosenbaum,rotten,0109480,Chicago Reader,"Chevy Chase returns to the anonymous, unmemorable suburban mode that made his earlier movies profitable. And guess what? The results are anonymous and unmemorable.",2008-06-30,12171,Cops And Robbersons
Janet Maslin,rotten,0109480,New York Times,"In Cops and Robbersons, Chevy Chase has an unfortunate chance to prove that there's something even more unfunny than his disastrous talk show.",2003-05-20,12171,Cops And Robbersons
Richard Harrington,rotten,0109480,Washington Post,"Chevy Chase is lucky Cops and Robbersons isn't a sitcom. If it were, it would be canceled as pronto as his talk show was.",2000-01-01,12171,Cops And Robbersons
Roger Ebert,rotten,0109480,Chicago Sun-Times,Know what this sounds like? It sounds like a screenplay.,2000-01-01,12171,Cops And Robbersons
,rotten,0109480,Entertainment Weekly,,1994-04-15,12171,Cops And Robbersons
